2025-03-08 20:11:10,956 INFO    Thread-238 (_run_job):3130 [wandb_setup.py:_flush():67] Current SDK version is 0.19.7
2025-03-08 20:11:11,026 INFO    Thread-238 (_run_job):3130 [wandb_init.py:init():920] communicating run to backend with 90.0 second timeout
2025-03-08 20:11:11,399 INFO    Thread-238 (_run_job):3130 [wandb_init.py:init():995] starting run threads in backend
2025-03-08 20:11:11,773 INFO    Thread-238 (_run_job):3130 [wandb_run.py:_console_start():2377] atexit reg
2025-03-08 20:11:11,773 INFO    Thread-238 (_run_job):3130 [wandb_run.py:_redirect():2227] redirect: wrap_raw
2025-03-08 20:11:11,773 INFO    Thread-238 (_run_job):3130 [wandb_run.py:_redirect():2292] Wrapping output streams.
2025-03-08 20:11:11,773 INFO    Thread-238 (_run_job):3130 [wandb_run.py:_redirect():2317] Redirects installed.
2025-03-08 20:11:11,774 INFO    Thread-238 (_run_job):3130 [wandb_init.py:init():1037] run started, returning control to user process
2025-03-08 20:13:10,776 INFO    MainThread:3130 [wandb_run.py:_finish():2112] finishing run cs24m021-iit-madras/DA6401_Assignment1/i6m99fx0
2025-03-08 20:13:10,778 INFO    MainThread:3130 [jupyter.py:save_history():458] not saving jupyter history
2025-03-08 20:13:10,778 INFO    MainThread:3130 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-08 20:13:10,778 INFO    MainThread:3130 [wandb_init.py:_jupyter_teardown():581] cleaning up jupyter logic
2025-03-08 20:13:10,778 INFO    MainThread:3130 [wandb_run.py:_atexit_cleanup():2342] got exitcode: 0
2025-03-08 20:13:10,779 INFO    MainThread:3130 [wandb_run.py:_restore():2324] restore
2025-03-08 20:13:10,779 INFO    MainThread:3130 [wandb_run.py:_restore():2330] restore done
2025-03-08 20:13:12,548 INFO    Thread-238 (_run_job):3130 [wandb_run.py:_finish():2112] finishing run cs24m021-iit-madras/DA6401_Assignment1/i6m99fx0
2025-03-08 20:13:12,548 INFO    Thread-238 (_run_job):3130 [jupyter.py:save_history():458] not saving jupyter history
2025-03-08 20:13:12,548 INFO    Thread-238 (_run_job):3130 [jupyter.py:save_ipynb():386] not saving jupyter notebook
2025-03-08 20:13:12,548 INFO    Thread-238 (_run_job):3130 [wandb_init.py:_jupyter_teardown():581] cleaning up jupyter logic
2025-03-08 20:13:13,664 INFO    MsgRouterThr:3130 [mailbox.py:close():115] Closing mailbox, abandoning 1 handles.
2025-03-08 20:13:13,666 INFO    MainThread:3130 [wandb_run.py:_footer_history_summary_info():3958] rendering history
2025-03-08 20:13:13,666 INFO    MainThread:3130 [wandb_run.py:_footer_history_summary_info():3990] rendering summary
2025-03-08 20:13:13,669 INFO    MainThread:3130 [wandb_run.py:_footer_sync_info():3919] logging synced files
